,College_Name,State,Public_or_Private,Apps_received,Apps_accepted,New_students,Percent_from_top_10,Percent_from_top_25,FT_undergrads,PT_undergrads,in-state_tuition,out-of-state_tuition,room,board,fees,book_costs,personal_costs,PhD_Faculty,faculty_student_ratio,Graduation_rate
1131,Lamar University,TX,1,2336.0,1725.0,1043.0,10.0,27.0,5438.0,4058.0,864.0,4752.0,1386.0,1654.0,840.0,508.0,1463.0,48.0,18.4,26.0
1132,LeTourneau University,TX,2,477.0,417.0,204.0,29.0,54.0,1532.0,77.0,8840.0,8840.0,4240.0,,120.0,600.0,1400.0,58.0,20.8,56.0
1133,Lubbock Christian University,TX,2,550.0,500.0,275.0,9.0,29.0,863.0,218.0,6612.0,6612.0,,,250.0,300.0,,39.0,11.9,39.0
1134,University of Mary Hardin-Baylor,TX,2,478.0,416.0,259.0,15.0,35.0,1351.0,555.0,4950.0,4950.0,1786.0,1350.0,300.0,600.0,1200.0,46.0,16.4,
1135,McMurry University,TX,2,578.0,411.0,187.0,25.0,50.0,880.0,477.0,6930.0,6930.0,,,,400.0,1525.0,57.0,11.0,32.0
1136,Midwestern State University,TX,1,1597.0,1125.0,751.0,,,3404.0,1734.0,840.0,5130.0,1800.0,1636.0,896.0,630.0,1838.0,95.0,21.6,36.0
1137,University of North Texas,TX,1,4418.0,2737.0,2049.0,23.0,51.0,14047.0,5134.0,672.0,4104.0,1840.0,1739.0,650.0,450.0,1700.0,86.0,22.6,35.0
1138,Our Lady of the Lake University,TX,2,2308.0,1336.0,295.0,22.0,46.0,1202.0,942.0,8530.0,8530.0,2020.0,1624.0,134.0,616.0,1576.0,56.0,14.9,37.0
1139,University of Texas-Pan American,TX,1,4040.0,4040.0,1800.0,,46.0,7410.0,3055.0,991.0,3486.0,,,,,,92.0,22.9,16.0
1140,Rice University,TX,2,7935.0,1514.0,633.0,87.0,95.0,2674.0,,9950.0,9950.0,3100.0,2625.0,365.0,525.0,1330.0,91.0,8.6,91.0
1141,Sam Houston State University,TX,1,4839.0,3549.0,1577.0,41.0,41.0,8901.0,2245.0,840.0,5130.0,1500.0,1490.0,688.0,900.0,,76.0,27.2,43.0
1142,Schreiner College,TX,2,584.0,413.0,131.0,19.0,51.0,521.0,99.0,8955.0,8955.0,2810.0,3090.0,40.0,500.0,1488.0,51.0,11.8,52.0
1143,Southern Methodist University,TX,2,4301.0,3455.0,1166.0,41.0,69.0,4892.0,387.0,12772.0,12772.0,2652.0,2426.0,,576.0,1802.0,74.0,13.5,72.0
1144,Southwest Texas State University,TX,1,8532.0,5316.0,2421.0,14.0,48.0,13806.0,4277.0,840.0,4860.0,,,884.0,500.0,,70.0,21.2,39.0
1145,Southwestern Adventist College,TX,2,321.0,318.0,172.0,11.0,27.0,620.0,280.0,7536.0,7536.0,1494.0,2242.0,80.0,430.0,1651.0,44.0,13.0,36.0
1146,Southwestern University,TX,2,1244.0,912.0,352.0,44.0,77.0,1177.0,43.0,11850.0,11850.0,2150.0,2525.0,,600.0,1050.0,83.0,11.3,67.0
1147,St. Edward's University,TX,2,1272.0,1012.0,375.0,20.0,45.0,1732.0,936.0,9428.0,9428.0,4070.0,,,600.0,,76.0,15.7,46.0
1148,St. Mary's University of San Antonio,TX,2,1243.0,1020.0,414.0,33.0,60.0,2149.0,418.0,8678.0,8678.0,,,330.0,700.0,1736.0,82.0,16.2,72.0
1149,Stephen F. Austin State University,TX,1,5870.0,4461.0,2272.0,12.0,32.0,9851.0,1289.0,780.0,4860.0,3610.0,,618.0,200.0,,85.0,21.4,50.0
1150,Sul Ross State University,TX,1,,,305.0,7.0,20.0,1535.0,412.0,672.0,3888.0,1350.0,1630.0,612.0,450.0,1944.0,68.0,18.8,28.0
1151,Prairie View A. and M. University,TX,1,2405.0,2234.0,1061.0,10.0,22.0,4564.0,448.0,840.0,4290.0,1580.0,1920.0,820.0,598.0,1582.0,55.0,19.4,35.0
1152,Tarleton State University,TX,1,1195.0,1095.0,923.0,,28.0,4856.0,724.0,840.0,4860.0,1292.0,1492.0,639.0,1000.0,,60.0,21.9,41.0
1153,Texas Christian University,TX,2,4095.0,3079.0,1195.0,33.0,64.0,5064.0,660.0,8490.0,8490.0,1920.0,1400.0,990.0,650.0,2400.0,81.0,14.8,64.0
1154,Jarvis Christian College,TX,2,575.0,482.0,206.0,9.0,18.0,542.0,9.0,3750.0,3750.0,1550.0,1510.0,285.0,350.0,,48.0,12.1,25.0
1155,Texas College,TX,2,254.0,189.0,189.0,15.0,26.0,503.0,40.0,3605.0,3605.0,1580.0,850.0,455.0,300.0,300.0,37.0,18.4,26.0
1156,Texas A&M University at Kingsville,TX,1,1822.0,1481.0,1055.0,10.0,33.0,4455.0,941.0,,,,,,,,89.0,19.7,42.0
1157,Texas Lutheran College,TX,2,497.0,423.0,215.0,27.0,57.0,895.0,429.0,7850.0,7850.0,1490.0,1920.0,50.0,490.0,1700.0,54.0,13.8,50.0
1158,Texas Southern University,TX,1,4345.0,3245.0,2604.0,15.0,85.0,5584.0,3101.0,780.0,7860.0,1680.0,1680.0,,600.0,1700.0,65.0,18.2,10.0
1159,Texas Tech University,TX,1,6334.0,5051.0,2957.0,25.0,58.0,16785.0,2780.0,780.0,4860.0,3688.0,,838.0,530.0,,82.0,24.7,41.0
1160,Texas Wesleyan University,TX,2,592.0,501.0,279.0,19.0,44.0,1204.0,392.0,6400.0,6400.0,3484.0,,390.0,600.0,1800.0,80.0,14.5,43.0
1161,Texas Woman's University,TX,1,989.0,777.0,474.0,,,3791.0,1961.0,647.0,2279.0,1502.0,1440.0,140.0,700.0,1200.0,67.0,14.3,35.0
1162,Trinity University,TX,2,2425.0,1818.0,601.0,62.0,93.0,2110.0,95.0,12240.0,12240.0,3225.0,1925.0,140.0,500.0,490.0,94.0,9.6,93.0
1163,University of Dallas,TX,2,681.0,588.0,246.0,44.0,74.0,1058.0,73.0,10760.0,10760.0,4030.0,2200.0,50.0,500.0,1200.0,85.0,13.4,63.0
1164,University of Houston-Main Campus,TX,1,6233.0,3990.0,2150.0,32.0,65.0,15340.0,9355.0,672.0,4104.0,,,690.0,600.0,,,14.6,32.0
1165,University of St. Thomas,TX,2,374.0,280.0,185.0,45.0,77.0,995.0,408.0,8550.0,8550.0,2000.0,1670.0,96.0,500.0,1344.0,75.0,12.6,62.0
1166,University of Texas at Arlington,TX,1,3281.0,2559.0,1448.0,19.0,43.0,10975.0,8431.0,1206.0,4422.0,1440.0,1340.0,,500.0,2850.0,73.0,21.0,29.0
1167,University of Texas at Austin,TX,1,14752.0,9572.0,5329.0,48.0,85.0,30017.0,5189.0,840.0,5130.0,1733.0,1576.0,1068.0,650.0,3140.0,91.0,19.7,65.0
1168,University of Texas at El Paso,TX,1,3528.0,2941.0,2252.0,,38.0,9551.0,4817.0,672.0,4104.0,2460.0,,626.0,,,88.0,23.1,
1169,Wayland Baptist University,TX,2,253.0,216.0,196.0,,,829.0,1817.0,5100.0,5100.0,1116.0,1675.0,350.0,600.0,1702.0,50.0,13.6,91.0
1170,West Texas A&M University,TX,1,1950.0,1506.0,1023.0,7.0,35.0,4111.0,1301.0,672.0,4104.0,1246.0,1460.0,626.0,500.0,,70.0,21.9,34.0
1171,Baylor University,TX,2,6075.0,5349.0,2367.0,34.0,66.0,9919.0,484.0,6450.0,6450.0,2230.0,1690.0,570.0,600.0,1346.0,71.0,18.5,72.0
1172,University of Texas at Dallas,TX,1,1089.0,780.0,410.0,46.0,79.0,2106.0,2919.0,784.0,4536.0,,,724.0,645.0,2979.0,91.0,20.8,
1173,Univ. of Texas of the Permian Basin,TX,1,116.0,90.0,59.0,14.0,46.0,841.0,704.0,840.0,5130.0,3995.0,,718.0,600.0,2923.0,84.0,15.5,
1174,University of Texas at San Antonio,TX,1,4217.0,3100.0,1686.0,17.0,46.0,9375.0,5457.0,672.0,4104.0,5376.0,,768.0,452.0,1200.0,94.0,25.3,50.0
1175,Texas A&M University at Galveston,TX,1,529.0,481.0,243.0,22.0,47.0,1206.0,134.0,780.0,4860.0,1560.0,1562.0,320.0,600.0,650.0,103.0,17.4,43.0
1176,Texas A&M Univ. at College Station,TX,1,14474.0,10519.0,6392.0,49.0,85.0,31643.0,2798.0,840.0,5130.0,1772.0,1640.0,751.0,600.0,2144.0,89.0,23.1,69.0
1177,University of Houston - Downtown,TX,1,1541.0,1541.0,1108.0,,,3357.0,4701.0,672.0,4104.0,,,328.0,500.0,2585.0,75.0,20.6,8.0
1178,Ambassador University,TX,2,397.0,244.0,223.0,32.0,61.0,1083.0,58.0,2700.0,2700.0,900.0,2000.0,250.0,500.0,1150.0,34.0,17.2,
1179,Brigham Young University at Provo,UT,2,7365.0,5402.0,4615.0,48.0,82.0,27378.0,1253.0,2340.0,2340.0,2112.0,1468.0,,860.0,1220.0,76.0,20.5,33.0
1180,University of Utah,UT,1,5095.0,4491.0,2400.0,27.0,53.0,13894.0,8374.0,1954.0,6857.0,1550.0,2425.0,427.0,858.0,3093.0,89.0,12.8,37.0
1181,Utah State University,UT,1,4281.0,3825.0,2426.0,26.0,53.0,10657.0,4257.0,1650.0,5775.0,1335.0,1980.0,363.0,700.0,1460.0,83.0,18.7,
1182,Southern Utah University,UT,1,1685.0,1640.0,856.0,,,3684.0,678.0,1221.0,4362.0,,,378.0,756.0,1794.0,62.0,20.5,59.0
1183,Weber State University,UT,1,2632.0,2509.0,1750.0,,46.0,8609.0,5680.0,1377.0,5148.0,1335.0,1260.0,366.0,537.0,1752.0,66.0,23.9,38.0
1184,Westminster College of Salt Lake City,UT,2,917.0,720.0,213.0,21.0,60.0,979.0,743.0,8820.0,8820.0,1340.0,2710.0,60.0,600.0,2025.0,68.0,10.5,50.0
1185,Averett College,VA,2,627.0,556.0,172.0,16.0,40.0,777.0,538.0,9925.0,9925.0,,,350.0,750.0,1350.0,59.0,22.4,48.0
1186,Bluefield College,VA,2,377.0,358.0,181.0,15.0,30.0,653.0,129.0,7150.0,7150.0,2770.0,1580.0,,450.0,1500.0,61.0,17.8,53.0
1187,Bridgewater College,VA,2,838.0,673.0,292.0,22.0,53.0,881.0,55.0,10265.0,10265.0,2215.0,2510.0,1000.0,560.0,875.0,68.0,13.2,82.0
1188,College of William and Mary,VA,1,7117.0,3106.0,1217.0,68.0,88.0,5186.0,134.0,2808.0,11720.0,2318.0,1980.0,1748.0,600.0,800.0,89.0,12.1,93.0
1189,Christopher Newport University,VA,1,883.0,766.0,428.0,3.0,37.0,2910.0,1749.0,2332.0,7860.0,,,904.0,525.0,1889.0,80.0,21.2,48.0
1190,Eastern Mennonite College,VA,2,486.0,440.0,227.0,19.0,48.0,903.0,59.0,9650.0,9650.0,1900.0,1900.0,,600.0,1300.0,46.0,11.4,82.0
1191,Emory & Henry College,VA,2,765.0,646.0,226.0,30.0,60.0,809.0,32.0,8578.0,8578.0,1920.0,2488.0,622.0,700.0,1600.0,79.0,13.9,82.0
1192,Ferrum College,VA,2,1339.0,1107.0,336.0,12.0,36.0,1051.0,82.0,9400.0,9400.0,4200.0,,,500.0,1600.0,53.0,12.5,22.0
1193,Hampden - Sydney College,VA,2,817.0,644.0,307.0,20.0,40.0,945.0,1.0,13218.0,13218.0,1903.0,2870.0,415.0,660.0,600.0,95.0,13.3,69.0
1194,Hampton University,VA,2,7178.0,3755.0,1433.0,25.0,63.0,4623.0,740.0,7161.0,7161.0,1838.0,1680.0,603.0,600.0,2000.0,60.0,14.0,70.0
1195,Hollins College,VA,2,602.0,498.0,215.0,26.0,58.0,795.0,74.0,13470.0,13470.0,3225.0,2290.0,234.0,500.0,850.0,78.0,11.1,72.0
1196,Longwood College,VA,1,2747.0,1870.0,724.0,12.0,47.0,2874.0,118.0,2606.0,7920.0,,,1640.0,550.0,2200.0,74.0,18.4,62.0
1197,Lynchburg College,VA,2,1756.0,1500.0,366.0,3.0,21.0,1524.0,280.0,12450.0,12450.0,2900.0,2500.0,100.0,450.0,870.0,62.0,12.4,70.0
1198,James Madison University,VA,1,11223.0,5285.0,2082.0,32.0,72.0,9652.0,742.0,3900.0,7994.0,,,,500.0,732.0,77.0,17.9,98.0
1199,Mary Baldwin College,VA,2,499.0,441.0,199.0,26.0,52.0,846.0,377.0,11200.0,11200.0,7400.0,,,600.0,1300.0,66.0,6.8,90.0
1200,Marymount University,VA,2,941.0,772.0,214.0,10.0,30.0,1247.0,776.0,11390.0,11390.0,,,,500.0,750.0,77.0,10.6,55.0
1201,Old Dominion University,VA,1,4569.0,3110.0,1251.0,18.0,39.0,8346.0,2501.0,3854.0,9464.0,,,74.0,600.0,,79.0,15.1,45.0
1202,Radford University,VA,1,5702.0,4894.0,1742.0,15.0,37.0,8077.0,472.0,2924.0,6684.0,4110.0,,,500.0,900.0,73.0,19.6,62.0
1203,Randolph-Macon College,VA,2,1771.0,1325.0,306.0,21.0,46.0,1071.0,27.0,13840.0,13840.0,1850.0,1885.0,325.0,400.0,900.0,77.0,10.7,74.0
1204,Randolph-Macon Woman's College,VA,2,696.0,616.0,169.0,35.0,66.0,653.0,56.0,13970.0,13970.0,6110.0,,120.0,370.0,920.0,88.0,9.2,68.0
1205,Virginia Commonwealth University,VA,1,4963.0,3497.0,1567.0,18.0,45.0,10262.0,5065.0,3034.0,10217.0,1620.0,2562.0,880.0,500.0,3630.0,81.0,8.7,45.0
1206,Roanoke College,VA,2,2227.0,1790.0,437.0,27.0,54.0,1460.0,239.0,13425.0,13425.0,,,,450.0,1200.0,85.0,13.0,72.0
1207,Shenandoah University,VA,2,818.0,620.0,218.0,,,868.0,247.0,10700.0,10700.0,,,,450.0,1400.0,60.0,9.2,59.0
1208,St. Paul's College,VA,2,651.0,581.0,243.0,8.0,17.0,617.0,34.0,5000.0,5000.0,3650.0,,515.0,600.0,600.0,45.0,14.0,45.0
1209,Sweet Briar College,VA,2,462.0,402.0,146.0,36.0,68.0,527.0,41.0,14500.0,14500.0,6000.0,,125.0,500.0,600.0,91.0,6.5,61.0
1210,University of Richmond,VA,2,5892.0,2718.0,756.0,46.0,72.0,2854.0,594.0,14500.0,14500.0,1880.0,1405.0,,700.0,1125.0,75.0,11.7,100.0
1211,Mary Washington College,VA,1,4350.0,2178.0,756.0,39.0,78.0,2997.0,736.0,2026.0,6490.0,2712.0,2230.0,1180.0,650.0,2102.0,75.0,17.6,84.0
1212,Clinch Valley Coll. of the Univ. of Virginia,VA,1,689.0,561.0,250.0,15.0,30.0,1125.0,422.0,3093.0,7168.0,1961.0,1728.0,,600.0,1900.0,67.0,18.1,46.0
1213,George Mason University,VA,1,5653.0,4326.0,1727.0,17.0,29.0,9528.0,3822.0,4044.0,10800.0,3150.0,1690.0,25.0,580.0,1050.0,93.0,19.3,46.0
1214,Virginia Intermont College,VA,2,411.0,354.0,138.0,14.0,42.0,495.0,61.0,8170.0,8170.0,3980.0,,100.0,600.0,3000.0,32.0,12.3,48.0
1215,Virginia Military Institute,VA,1,904.0,683.0,349.0,16.0,34.0,1191.0,,2980.0,9020.0,,,1420.0,600.0,1000.0,84.0,11.1,68.0
1216,Virginia Tech,VA,1,15712.0,11719.0,4277.0,29.0,53.0,18511.0,604.0,3926.0,10260.0,,,,740.0,2200.0,85.0,13.8,73.0
1217,Virginia State University,VA,1,2996.0,2440.0,704.0,2.0,30.0,3006.0,338.0,1894.0,5587.0,2750.0,2095.0,1305.0,500.0,600.0,61.0,16.0,31.0
1218,Norfolk State University,VA,1,4066.0,3891.0,1358.0,,,6640.0,972.0,2782.0,6276.0,2100.0,1500.0,35.0,350.0,2000.0,57.0,15.8,
1219,Virginia Union University,VA,2,1847.0,1610.0,453.0,19.0,59.0,1298.0,67.0,7384.0,7384.0,,,458.0,500.0,1763.0,51.0,13.7,30.0
1220,Virginia Wesleyan College,VA,2,1470.0,900.0,287.0,20.0,49.0,1130.0,417.0,10900.0,10900.0,2800.0,2300.0,150.0,500.0,550.0,70.0,15.7,68.0
1221,Washington and Lee University,VA,2,3315.0,1096.0,425.0,68.0,93.0,1584.0,3.0,13750.0,13750.0,2019.0,2600.0,355.0,680.0,1115.0,81.0,9.6,90.0
1222,University of Virginia,VA,1,15849.0,5384.0,2678.0,74.0,95.0,11278.0,114.0,3724.0,12212.0,1816.0,1976.0,756.0,500.0,1000.0,90.0,9.5,95.0
1223,Liberty University,VA,2,2814.0,2810.0,769.0,,,3350.0,253.0,5700.0,5700.0,4380.0,,910.0,550.0,,55.0,17.9,
1224,Christendom College,VA,2,81.0,72.0,51.0,33.0,71.0,139.0,3.0,8730.0,8730.0,,,150.0,400.0,800.0,92.0,9.3,58.0
1225,Bennington College,VT,2,519.0,327.0,114.0,25.0,53.0,457.0,2.0,21700.0,21700.0,2100.0,2000.0,,600.0,500.0,35.0,10.1,55.0
1226,Castleton State College,VT,1,1257.0,940.0,363.0,9.0,22.0,1547.0,294.0,3660.0,7656.0,2598.0,2092.0,570.0,400.0,700.0,89.0,14.7,79.0
1227,College of St. Joseph,VT,2,141.0,118.0,55.0,12.0,21.0,201.0,173.0,8300.0,8300.0,,,100.0,450.0,1300.0,53.0,9.5,76.0
1228,Goddard College,VT,2,96.0,87.0,49.0,,,257.0,,13936.0,13936.0,5104.0,,70.0,525.0,945.0,56.0,14.5,100.0
1229,Green Mountain College,VT,2,780.0,628.0,198.0,7.0,20.0,545.0,42.0,11750.0,11750.0,,,300.0,400.0,850.0,77.0,14.0,76.0
1230,Johnson State College,VT,1,833.0,669.0,279.0,3.0,13.0,1224.0,345.0,3312.0,7656.0,2598.0,2092.0,585.0,500.0,624.0,80.0,14.4,36.0
1231,Lyndon State College,VT,1,535.0,502.0,223.0,6.0,20.0,959.0,150.0,3168.0,7320.0,2092.0,2548.0,826.0,500.0,600.0,48.0,12.6,51.0
1232,Marlboro College,VT,2,268.0,187.0,63.0,,,260.0,11.0,18375.0,18375.0,,,380.0,300.0,300.0,56.0,7.5,61.0
1233,Middlebury College,VT,2,3456.0,1171.0,451.0,64.0,89.0,2016.0,39.0,25750.0,25750.0,,,170.0,540.0,1000.0,87.0,10.5,97.0
1234,Norwich University,VT,2,1743.0,1625.0,626.0,8.0,29.0,1862.0,382.0,14134.0,14134.0,,5270.0,,500.0,800.0,71.0,13.1,63.0
1235,Southern Vermont College,VT,2,520.0,204.0,108.0,11.0,27.0,418.0,279.0,8940.0,8940.0,2324.0,2190.0,480.0,500.0,1150.0,28.0,13.4,57.0
1236,Saint Michael's College,VT,2,1910.0,1380.0,463.0,16.0,64.0,1715.0,106.0,13030.0,13030.0,2310.0,3550.0,135.0,500.0,750.0,79.0,14.5,84.0
1237,Trinity College,VT,2,222.0,185.0,91.0,16.0,41.0,484.0,541.0,11010.0,11010.0,3084.0,2124.0,260.0,550.0,500.0,58.0,10.4,78.0
1238,University of Vermont,VT,1,7663.0,6008.0,1735.0,18.0,51.0,7353.0,1674.0,6210.0,15516.0,3148.0,1780.0,442.0,500.0,990.0,87.0,9.9,79.0
1239,Central Washington University,WA,1,2785.0,2011.0,1007.0,8.0,65.0,6507.0,898.0,2053.0,7242.0,3603.0,,75.0,654.0,1416.0,67.0,18.1,51.0
1240,Eastern Washington University,WA,1,2231.0,1908.0,767.0,,,6561.0,559.0,2256.0,7974.0,2220.0,1694.0,120.0,687.0,1437.0,69.0,17.0,47.0
1241,Heritage College,WA,2,97.0,62.0,21.0,,,286.0,227.0,5820.0,5820.0,,,20.0,672.0,2424.0,48.0,9.5,100.0
1242,Gonzaga University,WA,2,1886.0,1524.0,526.0,31.0,67.0,2523.0,296.0,13000.0,13000.0,4450.0,,100.0,600.0,2400.0,78.0,14.7,69.0
1243,Pacific Lutheran University,WA,2,1603.0,1392.0,504.0,31.0,68.0,2580.0,302.0,13312.0,13312.0,2240.0,2248.0,,600.0,1516.0,78.0,11.0,83.0
1244,Seattle Pacific University,WA,2,1183.0,1016.0,411.0,42.0,82.0,1922.0,704.0,12669.0,12669.0,,,85.0,600.0,1250.0,83.0,16.8,66.0
1245,Seattle University,WA,2,2115.0,1540.0,494.0,28.0,72.0,2993.0,347.0,12825.0,12825.0,1150.0,3225.0,100.0,500.0,1500.0,85.0,12.2,89.0
1246,St. Martin's College,WA,2,191.0,165.0,63.0,5.0,25.0,494.0,574.0,11550.0,11550.0,,,540.0,300.0,500.0,43.0,14.5,40.0
1247,University of Puget Sound,WA,2,4044.0,2826.0,688.0,51.0,83.0,2738.0,138.0,16230.0,16230.0,4500.0,,140.0,630.0,1800.0,79.0,15.0,63.0
1248,University of Washington,WA,1,12749.0,7025.0,3343.0,40.0,81.0,20356.0,4582.0,2907.0,8199.0,,,,708.0,2172.0,96.0,9.0,65.0
1249,Walla Walla College,WA,2,559.0,402.0,308.0,,,1522.0,151.0,10671.0,10671.0,1692.0,1725.0,276.0,705.0,1675.0,48.0,11.5,
1250,Washington State University,WA,1,6540.0,5839.0,2440.0,31.0,70.0,14445.0,1344.0,2907.0,8200.0,3910.0,,160.0,800.0,2719.0,84.0,16.9,56.0
1251,Western Washington University,WA,1,5548.0,3563.0,1549.0,30.0,71.0,8909.0,506.0,2406.0,8124.0,,,,639.0,2385.0,83.0,22.7,61.0
1252,Whitman College,WA,2,1861.0,998.0,359.0,45.0,77.0,1220.0,46.0,16670.0,16670.0,2650.0,2250.0,155.0,750.0,800.0,80.0,10.5,72.0
1253,Whitworth College,WA,2,1121.0,926.0,372.0,43.0,70.0,1270.0,160.0,12660.0,12660.0,,,185.0,678.0,2424.0,80.0,16.9,80.0
1254,Evergreen State College,WA,1,1801.0,1101.0,438.0,14.0,50.0,3065.0,363.0,1785.0,6297.0,,,60.0,600.0,1323.0,75.0,18.1,68.0
1255,Alverno College,WI,2,494.0,313.0,157.0,23.0,46.0,1317.0,1235.0,8352.0,8352.0,,,90.0,650.0,2449.0,36.0,11.1,55.0
1256,Beloit College,WI,2,1320.0,923.0,284.0,26.0,54.0,1085.0,81.0,16304.0,16304.0,1748.0,1868.0,170.0,355.0,715.0,87.0,11.1,69.0
1257,Carroll College,WI,2,1160.0,991.0,352.0,19.0,55.0,1357.0,737.0,12200.0,12200.0,1990.0,1890.0,110.0,480.0,930.0,74.0,17.8,79.0
1258,Carthage College,WI,2,1616.0,1427.0,434.0,20.0,43.0,1405.0,580.0,13125.0,13125.0,,,,500.0,1300.0,74.0,15.9,62.0
1259,Concordia University Wisconsin,WI,2,845.0,690.0,323.0,,,1870.0,1720.0,9300.0,9300.0,3400.0,,60.0,600.0,1260.0,49.0,20.5,57.0
1260,Lakeland College,WI,2,497.0,452.0,231.0,24.0,47.0,887.0,1957.0,9400.0,9400.0,4005.0,,395.0,500.0,1000.0,49.0,17.2,57.0
1261,Lawrence University,WI,2,1243.0,947.0,324.0,50.0,77.0,1129.0,74.0,17163.0,17163.0,1812.0,2079.0,290.0,525.0,975.0,76.0,10.1,77.0
1262,Marian College of Fond du Lac,WI,2,824.0,670.0,337.0,15.0,41.0,1160.0,653.0,9400.0,9400.0,,,150.0,500.0,1100.0,37.0,8.4,59.0
1263,Marquette University,WI,2,5152.0,4600.0,1685.0,36.0,71.0,7016.0,804.0,11610.0,11610.0,,4760.0,150.0,600.0,1950.0,86.0,13.5,77.0
1264,Milwaukee School of Engineering,WI,2,1217.0,1088.0,496.0,36.0,69.0,1773.0,884.0,11505.0,11505.0,2055.0,1200.0,,1000.0,2075.0,35.0,16.7,67.0
1265,Mount Mary College,WI,2,235.0,217.0,121.0,12.0,32.0,931.0,487.0,8950.0,8950.0,,,,550.0,1125.0,51.0,10.7,78.0
1266,Northland College,WI,2,907.0,802.0,200.0,15.0,30.0,726.0,61.0,9570.0,9570.0,1560.0,2190.0,230.0,350.0,,58.0,15.9,52.0
1267,Ripon College,WI,2,587.0,501.0,211.0,28.0,52.0,735.0,28.0,15200.0,15200.0,1840.0,2260.0,190.0,350.0,650.0,87.0,9.4,64.0
1268,St. Norbert College,WI,2,1334.0,1243.0,568.0,30.0,56.0,1946.0,95.0,12140.0,12140.0,2355.0,2095.0,75.0,425.0,1100.0,74.0,15.1,88.0
1269,University of Wisconsin at Madison,WI,1,14901.0,10932.0,4631.0,36.0,80.0,23945.0,2200.0,2737.0,9096.0,2050.0,2240.0,,535.0,1545.0,93.0,11.5,72.0
1270,University of Wisconsin at Milwaukee,WI,1,5244.0,3782.0,1930.0,12.0,37.0,11561.0,7443.0,2771.0,8786.0,1964.0,1000.0,,570.0,1980.0,79.0,15.9,38.0
1271,University of Wisconsin at Green Bay,WI,1,2409.0,1939.0,759.0,17.0,50.0,3819.0,1347.0,2284.0,6900.0,1600.0,1200.0,,475.0,1200.0,81.0,22.2,46.0
1272,Viterbo College,WI,2,647.0,518.0,271.0,17.0,43.0,1014.0,387.0,9140.0,9140.0,1590.0,1815.0,70.0,500.0,2245.0,51.0,10.7,73.0
1273,University of Wisconsin-Stout,WI,1,2593.0,1966.0,1030.0,9.0,32.0,6038.0,579.0,1916.0,6704.0,1404.0,1188.0,400.0,376.0,1750.0,78.0,21.0,65.0
1274,Univ. of Wisconsin at Eau Claire,WI,1,5729.0,4520.0,1957.0,20.0,52.0,8516.0,1264.0,2208.0,6996.0,1565.0,1140.0,1070.0,279.0,1260.0,80.0,19.3,61.0
1275,Univ. of Wisconsin at La Crosse,WI,1,4918.0,3965.0,1704.0,18.0,50.0,7306.0,707.0,2369.0,7157.0,,,,,1700.0,,21.3,54.0
1276,Univ. of Wisconsin at Platteville,WI,1,2733.0,2000.0,917.0,,,4381.0,437.0,1920.0,6400.0,1175.0,1340.0,420.0,300.0,1500.0,66.0,20.6,59.0
1277,Univ. of Wisconsin at River Falls,WI,1,,,,16.0,49.0,4342.0,478.0,2304.0,7092.0,1376.0,1124.0,,191.0,1357.0,69.0,18.1,46.0
1278,Univ. of Wisconsin at Stevens Point,WI,1,4191.0,3090.0,1375.0,17.0,46.0,7198.0,998.0,2355.0,7142.0,1620.0,1338.0,,300.0,1230.0,,19.2,67.0
1279,University of Wisconsin-Superior,WI,1,910.0,910.0,342.0,14.0,53.0,1434.0,417.0,2050.0,7032.0,1408.0,1372.0,,550.0,1960.0,75.0,15.2,36.0
1280,University of Wisconsin-Whitewater,WI,1,4400.0,3719.0,1472.0,12.0,38.0,7804.0,1552.0,2300.0,6950.0,2500.0,,,300.0,1200.0,90.0,23.1,67.0
1281,University of Wisconsin at Parkside,WI,1,1705.0,1339.0,772.0,9.0,28.0,2999.0,1825.0,,,,,,,,87.0,18.4,28.0
1282,Univ. of Wisconsin at OshKosh,WI,1,4800.0,2900.0,1515.0,14.0,48.0,7764.0,1472.0,2158.0,6874.0,1450.0,944.0,,518.0,1890.0,73.0,19.2,56.0
1283,Wisconsin Lutheran College,WI,2,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,9100.0,1800.0,1900.0,90.0,500.0,1400.0,48.0,8.5,50.0
1284,Alderson-Broaddus College,WV,2,582.0,498.0,172.0,21.0,44.0,799.0,78.0,10468.0,10468.0,1574.0,1806.0,92.0,660.0,1800.0,40.0,11.5,52.0
1285,Bethany College,WV,2,664.0,515.0,210.0,12.0,44.0,712.0,10.0,15700.0,15700.0,,,300.0,400.0,1500.0,80.0,13.0,59.0
1286,Bluefield State College,WV,1,1046.0,832.0,518.0,15.0,57.0,1463.0,1150.0,1856.0,4498.0,,,,600.0,2026.0,24.0,16.3,42.0
1287,Concord College,WV,2,1497.0,1469.0,383.0,,,2028.0,773.0,2052.0,4426.0,1454.0,1782.0,,400.0,1874.0,55.0,19.2,49.0
1288,Davis & Elkins College,WV,2,629.0,501.0,183.0,10.0,26.0,754.0,187.0,9400.0,9400.0,2100.0,2350.0,130.0,400.0,,64.0,12.8,94.0
1289,Fairmont State College,WV,1,2485.0,1800.0,1800.0,10.0,25.0,4540.0,2073.0,1800.0,4238.0,1400.0,1640.0,100.0,600.0,,37.0,19.6,50.0
